"GO.ID","Term","Annotated","Significant","Expected","percent.coverage","elim"
"GO:0060294","cilium movement involved in cell motilit...",30,13,8.96,0.433333333333333,0.04699
"GO:0034332","adherens junction organization",30,13,8.96,0.433333333333333,0.04699
"GO:0061919","process utilizing autophagic mechanism",179,60,53.46,0.335195530726257,0.0473
"GO:0006914","autophagy",179,60,53.46,0.335195530726257,0.0473
"GO:0002920","regulation of humoral immune response",59,27,17.62,0.457627118644068,0.04759
"GO:0051048","negative regulation of secretion",16,8,4.78,0.5,0.0479
"GO:0035126","post-embryonic genitalia morphogenesis",16,8,4.78,0.5,0.0479
"GO:0048803","imaginal disc-derived male genitalia mor...",16,8,4.78,0.5,0.0479
"GO:0048805","imaginal disc-derived genitalia morphoge...",16,8,4.78,0.5,0.0479
"GO:0090175","regulation of establishment of planar po...",16,8,4.78,0.5,0.0479
"GO:0009890","negative regulation of biosynthetic proc...",357,113,106.63,0.316526610644258,0.04855
"GO:0009620","response to fungus",36,15,10.75,0.416666666666667,0.04874
"GO:0008063","Toll signaling pathway",42,17,12.54,0.404761904761905,0.04922
