amel.gene,dmel.gene
102655540,FBgn0260222
550858,FBgn0265184
408714,FBgn0000008
551793,FBgn0013272
409711,FBgn0034720
726188,FBgn0053143
408942,FBgn0261564
408942,FBgn0261564
552562,FBgn0021979
100577699,FBgn0085453
411048,FBgn0034897
409028,FBgn0004581
411113,FBgn0261794
410371,FBgn0263006
408830,FBgn0053519
409270,FBgn0034971
410166,FBgn0034985
727146,FBgn0034997
551642,FBgn0266438
413357,FBgn0050421
552749,FBgn0085442
552707,FBgn0022343
107965037,FBgn0035086
102656384,FBgn0083992
102655971,FBgn0035204
409373,FBgn0035236
409852,FBgn0015766
412865,FBgn0260660
409817,FBgn0265296
409817,FBgn0265296
409051,FBgn0261788
413073,FBgn0024187
409323,FBgn0263456
100577672,FBgn0040305
409894,FBgn0036059
552667,FBgn0036165
727501,FBgn0001099
552785,FBgn0264908
413577,FBgn0052944
411759,FBgn0037332
102654281,FBgn0037448
408844,FBgn0243512
727144,FBgn0064126
413560,FBgn0260386
410085,FBgn0266410
409099,FBgn0002431
726948,FBgn0085431
100187599,FBgn0266615
413440,FBgn0262127
113219318,FBgn0038269
409291,FBgn0038286
413562,FBgn0262562
408845,FBgn0038693
408562,FBgn0014135
411141,FBgn0038745
551647,FBgn0262869
413551,FBgn0067783
409818,FBgn0013995
724468,FBgn0038881
412770,FBgn0011766
102656006,FBgn0083967
410514,FBgn0266418
551679,FBgn0266409
408463,FBgn0039081
409576,FBgn0039141
725419,FBgn0039149
409285,FBgn0011225
551619,FBgn0039290
552012,FBgn0028717
724865,FBgn0053970
724787,FBgn0051064
724787,FBgn0051064
409539,FBgn0266579
408852,FBgn0266411
409372,FBgn0039770
552709,FBgn0011224
100576795,FBgn0039958
113218523,FBgn0069969
409523,FBgn0003256
726756,FBgn0267398
726146,FBgn0058002
413799,FBgn0263977
411976,FBgn0265767
727280,FBgn0039944
552145,FBgn0267861
552800,FBgn0262124
408770,FBgn0010473
413433,FBgn0020279
107964022,FBgn0262114
551512,FBgn0267824
410204,FBgn0265991
410204,FBgn0265991
410959,FBgn0263076
726450,FBgn0001078
408372,FBgn0262737
410309,FBgn0000568
724143,FBgn0266347
551137,FBgn0267429
410094,FBgn0039303
552177,FBgn0015589
409753,FBgn0004395
409784,FBgn0039008
410642,FBgn0000015
725254,FBgn0039808
413171,FBgn0267431
412896,FBgn0038063
410021,FBgn0085384
725489,FBgn0069973
413900,FBgn0267449
408748,FBgn0044419
100577346,FBgn0065108
725970,FBgn0085447
409137,FBgn0030613
726149,FBgn0024319
406092,FBgn0000721
410944,FBgn0028675
100578337,FBgn0283651
413215,FBgn0267428
726547,FBgn0264442
726445,FBgn0001128
412262,FBgn0001202
411854,FBgn0001222
552079,FBgn0001235
411188,FBgn0001258
411769,FBgn0001308
725837,FBgn0001330
410639,FBgn0000075
725618,FBgn0001341
100578035,FBgn0001941
552718,FBgn0001965
412455,FBgn0001978
410464,FBgn0001983
726729,FBgn0001994
410658,FBgn0002023
409945,FBgn0002069
551612,FBgn0002183
412968,FBgn0002306
411447,FBgn0002524
413222,FBgn0002525
412663,FBgn0002526
406120,FBgn0002593
551330,FBgn0002622
724628,FBgn0002736
413601,FBgn0000109
410058,FBgn0002772
413074,FBgn0002774
726923,FBgn0043002
724636,FBgn0002922
726506,FBgn0002924
408428,FBgn0002936
725504,FBgn0002941
408956,FBgn0002962
727092,FBgn0085424
409447,FBgn0002989
413288,FBgn0003044
100577174,FBgn0003053
411576,FBgn0250906
412907,FBgn0000120
406106,FBgn0003091
727035,FBgn0003130
408900,FBgn0267487
113218560,FBgn0261394
410643,FBgn0000014
410812,FBgn0003205
408686,FBgn0003231
411738,FBgn0003255
100578823,FBgn0003268
552156,FBgn0262955
725719,FBgn0003278
410624,FBgn0003319
411909,FBgn0003346
410585,FBgn0003391
551709,FBgn0003416
410674,FBgn0003435
413366,FBgn0003460
412427,FBgn0000146
409398,FBgn0003462
410035,FBgn0003463
551291,FBgn0250789
726326,FBgn0003480
727113,FBgn0003483
412271,FBgn0000147
408652,FBgn0003638
100577393,FBgn0003731
724215,FBgn0284220
409861,FBgn0000150
725195,FBgn0003742
724608,FBgn0003861
408388,FBgn0003884
100576747,FBgn0003891
100577472,FBgn0003896
725943,FBgn0003941
413884,FBgn0003942
100577801,FBgn0003963
409227,FBgn0003964
726508,FBgn0003996
411771,FBgn0000153
408273,FBgn0004034
409590,FBgn0004106
724458,FBgn0004170
411508,FBgn0260639
550710,FBgn0004177
411919,FBgn0004360
412638,FBgn0004374
551109,FBgn0004378
411147,FBgn0264855
552082,FBgn0004397
411763,FBgn0004406
410371,FBgn0263006
726819,FBgn0004556
724740,FBgn0004567
413259,FBgn0000180
409898,FBgn0004583
551153,FBgn0004584
411079,FBgn0259211
412009,FBgn0004597
412588,FBgn0264959
100578523,FBgn0004618
413246,FBgn0004636
413289,FBgn0004647
552712,FBgn0004654
725697,FBgn0004795
412240,FBgn0004832
410632,FBgn0261988
413870,FBgn0004837
724148,FBgn0004863
409326,FBgn0004867
725003,FBgn0004892
411085,FBgn0004908
411965,FBgn0004915
726113,FBgn0004957
409423,FBgn0005617
408930,FBgn0005626
408930,FBgn0005626
551589,FBgn0000221
113218521,FBgn0005771
724914,FBgn0010109
410082,FBgn0010213
725441,FBgn0010220
551667,FBgn0010222
551867,FBgn0010265
409387,FBgn0010288
725124,FBgn0000250
725949,FBgn0010309
726047,FBgn0010314
102653940,FBgn0010316
726162,FBgn0010323
551554,FBgn0010333
100577982,FBgn0010340
724502,FBgn0010356
411327,FBgn0010382
413616,FBgn0010407
552318,FBgn0285948
726681,FBgn0000256
107963960,FBgn0010422
411659,FBgn0010423
552476,FBgn0262512
551608,FBgn0010441
411953,FBgn0010770
413356,FBgn0261445
551216,FBgn0011207
100578782,FBgn0011227
412281,FBgn0011230
102653654,FBgn0011277
408680,FBgn0011286
412268,FBgn0011289
550930,FBgn0011300
550930,FBgn0011300
413508,FBgn0011305
102654169,FBgn0011361
102654169,FBgn0011361
409581,FBgn0011570
724675,FBgn0011573
406111,FBgn0011582
409845,FBgn0011589
411833,FBgn0011638
413946,FBgn0011656
724296,FBgn0011659
100576649,FBgn0011660
100576116,FBgn0011674
552508,FBgn0011692
410151,FBgn0011701
725673,FBgn0011703
725718,FBgn0011726
551677,FBgn0011737
727561,FBgn0267727
413686,FBgn0011824
411453,FBgn0012051
410043,FBgn0013307
726171,FBgn0013325
102655452,FBgn0013432
552020,FBgn0013467
100577692,FBgn0013469
410347,FBgn0013753
412508,FBgn0013756
413409,FBgn0003654
413409,FBgn0003654
413409,FBgn0003654
413409,FBgn0003654
413409,FBgn0003654
413409,FBgn0003654
408325,FBgn0013762
552576,FBgn0263998
408879,FBgn0013972
408533,FBgn0014006
409126,FBgn0014009
552173,FBgn0000352
406128,FBgn0014019
551169,FBgn0014028
411253,FBgn0014033
410334,FBgn0014179
413963,FBgn0014366
551756,FBgn0000377
551232,FBgn0014859
411640,FBgn0014861
550824,FBgn0015268
412529,FBgn0000382
113218653,FBgn0015271
725770,FBgn0015277
552632,FBgn0015288
727473,FBgn0015298
552213,FBgn0015299
725064,FBgn0270928
102654580,FBgn0015381
725248,FBgn0015513
550962,FBgn0015553
725495,FBgn0015561
100578109,FBgn0015582
726307,FBgn0015600
413264,FBgn0000406
412627,FBgn0015621
724870,FBgn0015623
552536,FBgn0015737
725374,FBgn0261524
410905,FBgn0015777
409004,FBgn0015797
727390,FBgn0015801
408270,FBgn0284248
551508,FBgn0015838
410664,FBgn0015925
552291,FBgn0015929
726456,FBgn0261397
113218537,FBgn0267821
408551,FBgn0016075
726120,FBgn0016119
724252,FBgn0000439
412416,FBgn0016762
551391,FBgn0016978
724817,FBgn0017414
413842,FBgn0017457
100577856,FBgn0017482
411671,FBgn0265605
552234,FBgn0019925
551724,FBgn0019932
412560,FBgn0019949
725653,FBgn0019982
725088,FBgn0019990
408293,FBgn0265974
551909,FBgn0020304
102654312,FBgn0020305
100577980,FBgn0020307
409470,FBgn0020309
724930,FBgn0020381
408312,FBgn0020391
409335,FBgn0020545
727407,FBgn0020616
409450,FBgn0020618
408577,FBgn0020622
408952,FBgn0020626
413228,FBgn0020764
413139,FBgn0275436
413525,FBgn0000482
412721,FBgn0021761
724610,FBgn0021874
725039,FBgn0261560
551344,FBgn0022702
552535,FBgn0022710
551550,FBgn0261396
100578334,FBgn0022740
408512,FBgn0022772
412679,FBgn0022960
410958,FBgn0023143
724966,FBgn0023170
408835,FBgn0023179
552652,FBgn0023181
107965692,FBgn0023216
724412,FBgn0000492
410184,FBgn0263933
725502,FBgn0023489
552010,FBgn0023542
552733,FBgn0024227
551445,FBgn0024230
410776,FBgn0024234
410190,FBgn0024245
100576434,FBgn0024249
727299,FBgn0024285
411917,FBgn0024291
410575,FBgn0024326
102656934,FBgn0024352
551896,FBgn0024371
551652,FBgn0024432
551337,FBgn0024754
411607,FBgn0024841
411915,FBgn0024846
102656294,FBgn0024897
725876,FBgn0024912
551983,FBgn0024920
409377,FBgn0261014
412636,FBgn0025109
551771,FBgn0283478
552264,FBgn0025186
726673,FBgn0025336
551775,FBgn0025352
107963962,FBgn0025366
551189,FBgn0025373
410050,FBgn0025457
409064,FBgn0025469
551242,FBgn0025582
412414,FBgn0025608
411647,FBgn0025682
412018,FBgn0025720
413278,FBgn0025777
550920,FBgn0025781
409065,FBgn0025790
724366,FBgn0283666
726127,FBgn0025820
409235,FBgn0025878
551143,FBgn0025885
410616,FBgn0026150
550834,FBgn0264922
413935,FBgn0026196
113218670,FBgn0026309
413822,FBgn0026316
724223,FBgn0026317
408754,FBgn0026319
552458,FBgn0026373
726003,FBgn0026378
411859,FBgn0026379
100577296,FBgn0026417
410824,FBgn0026721
551961,FBgn0283536
550968,FBgn0026761
551008,FBgn0026778
551229,FBgn0027052
551410,FBgn0027053
551284,FBgn0027054
552645,FBgn0027095
102656766,FBgn0003270
551140,FBgn0027363
552426,FBgn0027453
409574,FBgn0027621
550924,FBgn0027841
551686,FBgn0027885
113218723,FBgn0027932
410004,FBgn0028398
409957,FBgn0028400
100576395,FBgn0266450
551316,FBgn0028434
409363,FBgn0028552
551343,FBgn0028687
410512,FBgn0028707
410875,FBgn0032408
726745,FBgn0041186
408580,FBgn0041588
725782,FBgn0000667
551066,FBgn0000810
410447,FBgn0262743
410009,FBgn0001075
726525,FBgn0001079
552698,FBgn0001084
552186,FBgn0001086
411704,FBgn0001104
100576547,FBgn0001112
411011,FBgn0001123
724285,FBgn0013433
410505,FBgn0003330
412339,FBgn0263237
409948,FBgn0003449
551149,FBgn0004687
552696,FBgn0014340
410821,FBgn0029837
725931,FBgn0026060
550973,FBgn0003514
410434,FBgn0015818
552787,FBgn0026015
410924,FBgn0003139
413678,FBgn0014031
724935,FBgn0000524
413064,FBgn0025815
107964189,FBgn0024250
725647,FBgn0261592
413588,FBgn0010292
724510,FBgn0003656
551819,FBgn0265464
552311,FBgn0021767
551225,FBgn0004856
552635,FBgn0030092
552051,FBgn0014868
102654610,FBgn0011770
724763,FBgn0030204
410828,FBgn0003965
410671,FBgn0003366
727332,FBgn0001491
409050,FBgn0000499
726002,FBgn0004864
550829,FBgn0003277
410581,FBgn0004511
413543,FBgn0001083
413389,FBgn0010303
552582,FBgn0025463
552742,FBgn0004456
409386,FBgn0000173
725920,FBgn0004649
410727,FBgn0030552
411924,FBgn0030572
724319,FBgn0015773
551203,FBgn0030600
411534,FBgn0261703
408368,FBgn0014455
409765,FBgn0011741
552676,FBgn0030686
412984,FBgn0030692
411270,FBgn0259680
411739,FBgn0045073
551663,FBgn0259110
100577955,FBgn0030715
102656661,FBgn0000459
409890,FBgn0004432
726178,FBgn0004227
100576402,FBgn0004367
409068,FBgn0030749
409313,FBgn0011742
411046,FBgn0011826
410217,FBgn0015615
726405,FBgn0025743
724548,FBgn0001250
413121,FBgn0030786
409912,FBgn0024941
409728,FBgn0002590
408694,FBgn0024238
725590,FBgn0011758
552150,FBgn0030869
727023,FBgn0000617
411602,FBgn0283476
411658,FBgn0030891
725274,FBgn0021765
411742,FBgn0022724
725057,FBgn0008635
406078,FBgn0022355
725325,FBgn0004057
100576169,FBgn0043903
100576968,FBgn0086384
724279,FBgn0010341
726187,FBgn0010380
408500,FBgn0031081
410241,FBgn0015789
725897,FBgn0031106
100579049,FBgn0031114
411261,FBgn0002641
726124,FBgn0003300
551817,FBgn0015379
725197,FBgn0015527
412180,FBgn0011710
408371,FBgn0001565
551622,FBgn0020272
411481,FBgn0262866
726759,FBgn0031231
411904,FBgn0003444
409870,FBgn0031260
725629,FBgn0005660
408767,FBgn0284247
100577681,FBgn0015905
408613,FBgn0004242
411852,FBgn0031479
408668,FBgn0260817
409443,FBgn0016698
413423,FBgn0000547
411862,FBgn0031639
408675,FBgn0031651
409258,FBgn0015834
408777,FBgn0016920
725302,FBgn0001170
411563,FBgn0025742
725957,FBgn0266449
726912,FBgn0000351
413782,FBgn0031850
410779,FBgn0031866
100577675,FBgn0000053
410989,FBgn0031885
413502,FBgn0284084
409937,FBgn0002938
726883,FBgn0041181
727399,FBgn0002973
411765,FBgn0004868
408291,FBgn0040064
552517,FBgn0011272
107964351,FBgn0005593
552654,FBgn0250843
552206,FBgn0004419
411494,FBgn0027491
724125,FBgn0032236
725461,FBgn0010398
503861,FBgn0011676
100576167,FBgn0041246
551465,FBgn0040211
413400,FBgn0020270
725924,FBgn0015400
552187,FBgn0015399
408827,FBgn0027844
725348,FBgn0015546
551828,FBgn0003016
412277,FBgn0001974
113218647,FBgn0260446
408558,FBgn0028902
552769,FBgn0028375
409055,FBgn0027779
113218568,FBgn0032601
411865,FBgn0022213
725593,FBgn0013810
726594,FBgn0032651
107965310,FBgn0284256
413928,FBgn0032720
725331,FBgn0032741
551919,FBgn0041789
410571,FBgn0040268
413569,FBgn0000464
100576742,FBgn0010395
726279,FBgn0032921
100576700,FBgn0023091
552721,FBgn0032943
411047,FBgn0016919
408379,FBgn0013348
406108,FBgn0029507
725483,FBgn0041243
551858,FBgn0000337
725711,FBgn0003317
100577069,FBgn0027788
726814,FBgn0028563
413772,FBgn0033266
100576449,FBgn0003892
552192,FBgn0259728
724845,FBgn0000606
413397,FBgn0010385
102656685,FBgn0033480
409462,FBgn0013435
408587,FBgn0005619
408971,FBgn0005586
411613,FBgn0040491
412194,FBgn0033672
552658,FBgn0004463
409825,FBgn0010621
725880,FBgn0000426
414035,FBgn0010238
726999,FBgn0033748
551950,FBgn0004623
726247,FBgn0003975
551167,FBgn0004512
724195,FBgn0000633
725291,FBgn0033907
726298,FBgn0005613
408605,FBgn0001220
413222,FBgn0010397
725216,FBgn0019938
550686,FBgn0020236
408826,FBgn0034072
726601,FBgn0034094
408609,FBgn0025519
726672,FBgn0028424
412285,FBgn0034136
725884,FBgn0003274
412308,FBgn0025832
726176,FBgn0024196
409427,FBgn0028382
409832,FBgn0010409
412175,FBgn0040294
412866,FBgn0029006
408750,FBgn0261119
725538,FBgn0034361
412055,FBgn0027535
552115,FBgn0013954
408782,FBgn0284243
410902,FBgn0034476
550692,FBgn0003687
408544,FBgn0034660
410856,FBgn0034727
410175,FBgn0020257
409294,FBgn0010078
724315,FBgn0004896
413254,FBgn0003900
551992,FBgn0003062
410857,FBgn0011296
409269,FBgn0034893
724399,FBgn0011297
726058,FBgn0010278
552038,FBgn0034913
551360,FBgn0011236
724934,FBgn0025334
413867,FBgn0023477
551523,FBgn0283494
412132,FBgn0023081
724159,FBgn0034975
409361,FBgn0019643
410994,FBgn0003888
411207,FBgn0005638
412299,FBgn0000037
408413,FBgn0002787
100578006,FBgn0016687
113218556,FBgn0035063
726710,FBgn0000157
595137,FBgn0004055
411374,FBgn0001147
411373,FBgn0001148
411166,FBgn0001325
412549,FBgn0035122
727378,FBgn0035141
100216325,FBgn0000575
551869,FBgn0035245
409637,FBgn0026372
100577253,FBgn0002872
413379,FBgn0041709
724708,FBgn0035335
726231,FBgn0016794
551939,FBgn0035374
725603,FBgn0024194
411700,FBgn0001233
551403,FBgn0004888
409500,FBgn0035473
725190,FBgn0004880
726400,FBgn0004895
551540,FBgn0260985
412924,FBgn0004574
409529,FBgn0003206
550735,FBgn0011653
724355,FBgn0015829
551584,FBgn0035534
410719,FBgn0035540
410478,FBgn0000038
725068,FBgn0261797
724269,FBgn0005775
552114,FBgn0010747
551243,FBgn0028962
412711,FBgn0004380
100576647,FBgn0035627
550734,FBgn0035631
408596,FBgn0035636
413948,FBgn0035638
412419,FBgn0283472
113218545,FBgn0003984
551804,FBgn0005658
413242,FBgn0020251
551514,FBgn0002926
100577603,FBgn0086680
726050,FBgn0045759
726137,FBgn0002775
408839,FBgn0259173
551309,FBgn0024542
727189,FBgn0019662
409408,FBgn0016983
408622,FBgn0001208
410115,FBgn0262716
552485,FBgn0020392
552196,FBgn0015793
726227,FBgn0011762
552697,FBgn0024236
409290,FBgn0017579
550791,FBgn0000121
410468,FBgn0001168
552545,FBgn0263930
409979,FBgn0020633
409160,FBgn0035964
406124,FBgn0004244
552105,FBgn0011769
412674,FBgn0023129
724233,FBgn0005533
413813,FBgn0011327
409474,FBgn0267348
726145,FBgn0015321
102654955,FBgn0019644
411453,FBgn0025866
100576819,FBgn0026404
411217,FBgn0011802
551734,FBgn0001179
552235,FBgn0000629
552641,FBgn0036135
412868,FBgn0036136
551420,FBgn0003292
411786,FBgn0015828
409676,FBgn0004381
100577876,FBgn0036237
409854,FBgn0022959
551807,FBgn0013997
412632,FBgn0022709
406102,FBgn0011279
411477,FBgn0020655
410818,FBgn0000625
100578660,FBgn0004926
413167,FBgn0036299
725118,FBgn0014007
409951,FBgn0036335
551222,FBgn0036341
410353,FBgn0264001
413931,FBgn0001108
102653993,FBgn0000411
552340,FBgn0041604
102656505,FBgn0026320
113218524,FBgn0036462
408353,FBgn0023174
551435,FBgn0014002
413809,FBgn0026323
410229,FBgn0036494
410228,FBgn0000489
724676,FBgn0000115
551398,FBgn0263600
727055,FBgn0036557
551559,FBgn0011016
408493,FBgn0285951
100577214,FBgn0004569
100577491,FBgn0036641
552098,FBgn0036643
411695,FBgn0002284
726977,FBgn0004465
409886,FBgn0017572
409438,FBgn0036666
725085,FBgn0015550
725105,FBgn0042641
410174,FBgn0025455
100577697,FBgn0052179
413803,FBgn0001134
726731,FBgn0036774
102656369,FBgn0002901
411920,FBgn0013717
725832,FBgn0040323
412198,FBgn0014075
409357,FBgn0027057
725329,FBgn0036846
726816,FBgn0040075
411665,FBgn0003089
727238,FBgn0005386
552440,FBgn0029094
724603,FBgn0261360
409543,FBgn0024889
725614,FBgn0023094
100576085,FBgn0262518
552216,FBgn0004852
725364,FBgn0005633
727324,FBgn0036934
412278,FBgn0005198
411595,FBgn0024814
413261,FBgn0003124
552830,FBgn0250791
413539,FBgn0001247
552644,FBgn0029158
412367,FBgn0036990
552384,FBgn0027055
551501,FBgn0011591
413688,FBgn0028402
409778,FBgn0020294
113219111,FBgn0027945
725474,FBgn0003042
725966,FBgn0014143
409609,FBgn0015283
410459,FBgn0022936
550711,FBgn0000100
408794,FBgn0015075
724965,FBgn0004179
551945,FBgn0011771
552850,FBgn0010215
408524,FBgn0015331
100578561,FBgn0261434
724927,FBgn0087013
410380,FBgn0027570
100578824,FBgn0003002
551852,FBgn0004436
410161,FBgn0259212
725384,FBgn0037324
409498,FBgn0015402
552826,FBgn0017550
551906,FBgn0019637
410068,FBgn0011281
727088,FBgn0010282
724162,FBgn0037529
412619,FBgn0004901
725934,FBgn0010173
724493,FBgn0037566
411596,FBgn0051453
552593,FBgn0037608
552382,FBgn0011740
552419,FBgn0014380
409165,FBgn0005585
725965,FBgn0041105
411276,FBgn0015396
409485,FBgn0024957
551470,FBgn0010421
725854,FBgn0261380
551903,FBgn0017577
409773,FBgn0011768
408871,FBgn0022359
727014,FBgn0037892
412756,FBgn0002906
494506,FBgn0037933
107965534,FBgn0037937
408872,FBgn0003651
409490,FBgn0001149
409378,FBgn0038042
409802,FBgn0086134
726338,FBgn0026207
551438,FBgn0011745
413012,FBgn0016693
724423,FBgn0002905
552849,FBgn0038100
724718,FBgn0003308
724208,FBgn0003450
550811,FBgn0038118
102655126,FBgn0086371
726274,FBgn0041711
100577702,FBgn0038234
552200,FBgn0263979
685996,FBgn0263755
409236,FBgn0016691
726286,FBgn0000533
725866,FBgn0038319
725976,FBgn0013269
724712,FBgn0021750
552714,FBgn0026634
725404,FBgn0000047
102655673,FBgn0038387
725020,FBgn0038402
100576967,FBgn0024491
413142,FBgn0086370
408448,FBgn0020407
725620,FBgn0038426
410013,FBgn0020907
410678,FBgn0038474
725264,FBgn0038498
726377,FBgn0000564
408540,FBgn0038519
412435,FBgn0038524
412046,FBgn0261885
413877,FBgn0022943
768250,FBgn0003248
552840,FBgn0022338
412234,FBgn0015781
552183,FBgn0267975
409040,FBgn0003011
100577300,FBgn0038746
412762,FBgn0038755
406127,FBgn0003249
102654682,FBgn0038805
551511,FBgn0023212
408882,FBgn0014029
406110,FBgn0004514
726013,FBgn0019936
551562,FBgn0013812
408461,FBgn0003257
409455,FBgn0038851
552708,FBgn0028468
551517,FBgn0283468
409109,FBgn0000527
724281,FBgn0011278
725827,FBgn0283499
410140,FBgn0027575
100578235,FBgn0038903
408548,FBgn0019960
552007,FBgn0267385
724217,FBgn0038975
410195,FBgn0028837
412557,FBgn0024558
552127,FBgn0039016
100578685,FBgn0039034
409230,FBgn0039056
409673,FBgn0264326
409550,FBgn0040227
409198,FBgn0028684
413690,FBgn0039117
409070,FBgn0025574
550665,FBgn0013347
551128,FBgn0015282
725395,FBgn0005674
724873,FBgn0015795
410279,FBgn0013343
552152,FBgn0039159
412399,FBgn0019952
726214,FBgn0000036
406082,FBgn0004118
409430,FBgn0003134
551467,FBgn0039212
724880,FBgn0015591
413816,FBgn0013953
724613,FBgn0029157
551825,FBgn0015240
551853,FBgn0011336
724979,FBgn0004897
409513,FBgn0027865
409822,FBgn0002735
100577073,FBgn0023178
551779,FBgn0001197
727502,FBgn0004359
100578252,FBgn0004510
551248,FBgn0039465
411614,FBgn0004842
411086,FBgn0004197
413060,FBgn0005659
726000,FBgn0039555
408526,FBgn0003279
411296,FBgn0000659
724607,FBgn0003093
552736,FBgn0014869
726510,FBgn0003525
406070,FBgn0266137
726743,FBgn0039683
412235,FBgn0019972
102655896,FBgn0016685
552450,FBgn0003479
409881,FBgn0002773
551957,FBgn0010113
100578560,FBgn0039765
725327,FBgn0003720
408808,FBgn0000416
726702,FBgn0004573
551687,FBgn0016123
408880,FBgn0013973
413398,FBgn0039835
409922,FBgn0266268
412274,FBgn0025740
413296,FBgn0017545
410304,FBgn0004607
408489,FBgn0025936
726375,FBgn0039914
410306,FBgn0013749
408961,FBgn0087002
410785,FBgn0025741
406151,FBgn0019985
551791,FBgn0000077
551041,FBgn0025592
724749,FBgn0028573
413650,FBgn0003321
551231,FBgn0010350
727022,FBgn0015544
409219,FBgn0024314
409288,FBgn0028978
409333,FBgn0029121
411897,FBgn0003076
412172,FBgn0015296
552779,FBgn0267384
413980,FBgn0267488
412267,FBgn0021825
413895,FBgn0024179
551364,FBgn0025360
410837,FBgn0025814
551837,FBgn0027348
408446,FBgn0010100
413207,FBgn0010620
107965449,FBgn0015372
102655272,FBgn0015393
408904,FBgn0015808
551078,FBgn0017567
408853,FBgn0021872
408611,FBgn0024191
413457,FBgn0026369
551165,FBgn0265274
102654448,FBgn0028979
410891,FBgn0029088
408411,FBgn0029123
551021,FBgn0000119
409804,FBgn0000711
411229,FBgn0259175
409926,FBgn0011787
409388,FBgn0015794
100576378,FBgn0283652
726760,FBgn0024222
408328,FBgn0024556
409191,FBgn0029113
410231,FBgn0029114
413781,FBgn0029117
412195,FBgn0011566
552559,FBgn0261933
726204,FBgn0259938
552084,FBgn0021944
724486,FBgn0024188
551725,FBgn0026252
551371,FBgn0000018
412097,FBgn0001087
409271,FBgn0001324
725008,FBgn0046687
406097,FBgn0004657
412117,FBgn0004860
724474,FBgn0260771
412564,FBgn0010812
552649,FBgn0028737
410271,FBgn0000395
727118,FBgn0000449
552365,FBgn0002552
406117,FBgn0002565
102655131,FBgn0002573
100577795,FBgn0002931
413089,FBgn0086676
727582,FBgn0010803
552210,FBgn0016013
409990,FBgn0025724
413718,FBgn0027090
552619,FBgn0028996
102654729,FBgn0000500
102655217,FBgn0000618
551005,FBgn0001186
100576279,FBgn0001253
410273,FBgn0002542
408565,FBgn0004401
102655980,FBgn0261954
413649,FBgn0010520
412472,FBgn0013548
551313,FBgn0015614
552556,FBgn0023535
725680,FBgn0000346
409859,FBgn0000996
726133,FBgn0266572
100578071,FBgn0002891
411542,FBgn0010391
552831,FBgn0285962
409393,FBgn0021796
413834,FBgn0261854
726822,FBgn0028970
412287,FBgn0029174
411612,FBgn0003977
725793,FBgn0004643
725982,FBgn0011232
100577098,FBgn0001255
410940,FBgn0002878
410494,FBgn0003275
726073,FBgn0001612
551637,FBgn0001986
412094,FBgn0002022
725717,FBgn0002283
413464,FBgn0262733
552386,FBgn0001977
725062,FBgn0001995
726800,FBgn0004811
102654007,FBgn0002354
409379,FBgn0262734
406094,FBgn0011695
726987,FBgn0020300
726779,FBgn0040907
552669,FBgn0040066
410233,FBgn0040271
409006,FBgn0040206
413623,FBgn0040230
725469,FBgn0040232
551329,FBgn0040237
410315,FBgn0040080
413354,FBgn0028427
412563,FBgn0040212
411627,FBgn0015799
725760,FBgn0024361
551772,FBgn0025391
100578617,FBgn0023523
413448,FBgn0003079
552097,FBgn0040389
412131,FBgn0011606
725505,FBgn0040334
725127,FBgn0011276
406112,FBgn0003068
100576392,FBgn0262656
724634,FBgn0029688
725405,FBgn0002707
726842,FBgn0000179
552064,FBgn0003210
724164,FBgn0029718
412655,FBgn0022768
552100,FBgn0003028
410095,FBgn0004066
412468,FBgn0000709
100578423,FBgn0032330
411553,FBgn0259176
100578899,FBgn0001991
551730,FBgn0266518
410122,FBgn0001091
414008,FBgn0011704
725470,FBgn0016684
410105,FBgn0034521
551158,FBgn0034986
413805,FBgn0259937
413852,FBgn0024945
725115,FBgn0028577
406114,FBgn0000079
443552,FBgn0000261
411280,FBgn0010339
411756,FBgn0027620
100578736,FBgn0015618
725611,FBgn0259113
724143,FBgn0266347
727210,FBgn0010438
413553,FBgn0038412
551594,FBgn0003944
410354,FBgn0005355
408785,FBgn0086768
726861,FBgn0011581
552680,FBgn0011774
724703,FBgn0051217
409124,FBgn0000394
100359410,FBgn0015031
413881,FBgn0003008
410107,FBgn0003254
100578506,FBgn0026181
552778,FBgn0031875
726228,FBgn0000206
413388,FBgn0040372
725710,FBgn0261446
410943,FBgn0040370
552744,FBgn0023536
409736,FBgn0023537
725746,FBgn0023534
100577587,FBgn0025633
551282,FBgn0025640
410102,FBgn0025634
408691,FBgn0025638
411906,FBgn0025639
113218991,FBgn0040383
551578,FBgn0086368
100577369,FBgn0025621
413394,FBgn0260855
410973,FBgn0040339
725745,FBgn0040346
725951,FBgn0040347
410255,FBgn0040348
411186,FBgn0040350
408690,FBgn0040351
410073,FBgn0026143
413620,FBgn0040397
725323,FBgn0026876
100578699,FBgn0004650
102655319,FBgn0024366
551561,FBgn0024360
413689,FBgn0024365
724119,FBgn0024364
551834,FBgn0266284
113218534,FBgn0027791
102654488,FBgn0026872
411260,FBgn0025382
551633,FBgn0025381
107965706,FBgn0025393
552480,FBgn0025394
113218716,FBgn0023530
412164,FBgn0001189
100578725,FBgn0026090
408728,FBgn0026873
413880,FBgn0023516
100576374,FBgn0023513
413239,FBgn0014411
100577341,FBgn0026089
102654594,FBgn0023514
102654090,FBgn0029594
410863,FBgn0023509
412288,FBgn0023510
412731,FBgn0023508
551439,FBgn0023522
412954,FBgn0023521
411058,FBgn0023545
409159,FBgn0025631
100577758,FBgn0025632
