"tx_id","gene_id"
"rna-XM_016912040.2","100576361"
"rna-XR_003304569.1","100576361"
"rna-TRNAV-AAC-4","107964373"
"rna-XM_006562656.3","408808"
"rna-XM_006562657.3","408808"
"rna-XM_392338.7","408808"
"rna-XR_003304541.1","113218549"
"rna-XM_397526.7","408807"
"rna-XR_003304575.1","102655177"
"rna-XR_001702723.2","100576283"
"rna-XR_001702727.2","100576283"
"rna-XR_003304526.1","113218722"
"rna-XM_026440146.1","102654975"
"rna-XM_026440152.1","102654975"
"rna-XM_026440151.1","102654975"
"rna-XM_006562654.3","102654975"
"rna-XM_026440149.1","102654975"
"rna-XM_026440148.1","102654975"
"rna-XM_026440150.1","102654975"
"rna-XM_001120788.4","724888"
"rna-XM_006562647.3","100576125"
"rna-XM_016911844.2","100576125"
"rna-XM_394499.5","411026"
"rna-XM_006562643.3","102654580"
"rna-XM_006562646.3","102654580"
"rna-XR_003304567.1","102654550"
"rna-XM_006562641.3","408805"
"rna-XM_006562640.3","408805"
"rna-XM_006562639.3","724793"
"rna-XM_016911757.2","107964304"
"rna-XM_026440328.1","724830"
"rna-XM_026440330.1","724830"
"rna-XM_026440329.1","724830"
"rna-XM_026440331.1","724830"
"rna-XM_026440337.1","113218738"
"rna-XR_001702748.2","107964305"
"rna-XR_001702743.2","102654066"
"rna-XR_001702738.2","102654066"
"rna-XR_001702744.2","102654066"
"rna-XM_026440332.1","102654066"
"rna-XM_026440333.1","102654066"
"rna-XM_026440334.1","102654066"
"rna-XM_026440336.1","102654066"
"rna-XM_026440335.1","102654066"
"rna-XR_003304577.1","113218739"
"rna-XM_006562632.3","413117"
"rna-XM_026440026.1","725209"
"rna-XM_001121126.5","725254"
"rna-NM_001167893.1","413115"
"rna-XM_001121187.5","725327"
"rna-XM_625258.6","551656"
"rna-XM_393269.7","409776"
"rna-XM_003250102.4","100578672"
"rna-XR_003304553.1","102656931"
"rna-XM_003250097.4","100578248"
"rna-XM_016911973.2","100578248"
"rna-NM_001270829.1","725509"
"rna-XM_026440360.1","725547"
"rna-XM_006562623.3","413113"
"rna-XM_026440358.1","413113"
"rna-XM_006562614.3","100577562"
"rna-XM_006562613.3","100577562"
"rna-XM_006562616.3","100577562"
"rna-XM_016911983.2","725701"
"rna-XM_026440359.1","725701"
"rna-XM_026440027.1","413112"
"rna-XM_003250107.4","100576163"
"rna-XM_026440191.1","409596"
"rna-XM_016912027.2","409596"
"rna-XM_026440190.1","409596"
"rna-XM_016912026.2","409596"
"rna-XM_026440192.1","409596"
"rna-XM_625009.6","552635"
"rna-XM_001121634.5","725832"
"rna-XM_392654.6","409129"
"rna-XM_003250542.4","100578201"
"rna-XM_016912001.2","100578168"
"rna-XM_016912006.2","100578168"
"rna-XM_016911997.2","100578168"
"rna-XM_003250541.4","100578168"
"rna-XM_006565143.3","100578168"
"rna-XM_016912004.2","100578168"
"rna-XM_016911998.2","100578168"
"rna-XM_016911999.2","100578168"
"rna-XM_016912002.2","100578168"
"rna-XM_026440092.1","100578168"
"rna-XM_016912005.2","100578168"
"rna-XM_016912003.2","100578168"
"rna-XM_016911809.2","408804"
"rna-XM_016911810.2","408804"
"rna-XM_016911811.2","408804"
"rna-XM_016911813.2","408804"
"rna-XM_016911812.2","408804"
"rna-XM_026440475.1","408804"
"rna-NR_039511.1","100629039"
"rna-Mir2796","100629039"
"rna-XM_001120250.5","725646"
"rna-XM_001121747.5","725961"
"rna-XM_006565139.3","551126"
"rna-XM_016911837.1","411024"
"rna-XM_392334.7","408803"
"rna-XM_006565138.3","408803"
"rna-XM_006565136.3","408803"
"rna-XM_026440251.1","408803"
"rna-XM_026440247.1","408803"
"rna-XM_026440249.1","408803"
"rna-XM_026440248.1","408803"
"rna-XM_026440250.1","408803"
"rna-XR_001702777.2","107964323"
"rna-XR_410289.3","102655281"
"rna-XM_026440246.1","411023"
"rna-XM_016911799.2","411023"
"rna-XM_006565432.3","550811"
"rna-XM_006565433.3","550811"
"rna-NR_127329.1","104794348"
"rna-Mir6054","104794348"
"rna-TRNAS-AGA-3","107964394"
"rna-XM_394494.7","411021"
"rna-XM_026440163.1","411021"
"rna-XM_026440164.1","724430"
"rna-XM_006565424.3","408801"
"rna-XM_026440434.1","408801"
"rna-XM_016911649.2","408801"
"rna-XM_006565427.3","408801"
"rna-XM_016911645.2","408801"
"rna-XM_016911646.2","408801"
"rna-XM_016911650.2","724368"
"rna-XM_006565940.3","724368"
"rna-XM_392330.7","408799"
"rna-XR_410409.3","408799"
"rna-XM_026440436.1","107964275"
"rna-XM_026440435.1","107964275"
"rna-XM_006565939.3","102656444"
"rna-XM_026440450.1","409051"
"rna-XM_026440451.1","409051"
"rna-XM_026440449.1","409051"
"rna-XR_003304607.1","409051"
"rna-XR_003304609.1","409051"
"rna-XR_003304610.1","409051"
"rna-XR_003304613.1","409051"
"rna-XR_003304614.1","409051"
"rna-XR_003304615.1","409051"
"rna-XR_003304616.1","409051"
"rna-XR_003304618.1","409051"
"rna-XR_003304622.1","409051"
"rna-XR_003304623.1","409051"
"rna-XR_003304624.1","409051"
"rna-XR_003304625.1","409051"
"rna-XR_003304608.1","409051"
"rna-XM_026440445.1","409051"
"rna-XM_026440447.1","409051"
"rna-XM_026440443.1","409051"
"rna-XM_026440444.1","409051"
"rna-XM_026440448.1","409051"
"rna-XR_003304611.1","409051"
"rna-XR_003304612.1","409051"
"rna-XR_003304617.1","409051"
"rna-XR_003304619.1","409051"
"rna-XR_003304620.1","409051"
"rna-XR_003304621.1","409051"
"rna-XR_001702700.2","107964281"
"rna-XM_001120011.5","724532"
"rna-XM_016911962.2","552007"
"rna-XM_006565937.3","552007"
"rna-XM_006565936.3","552007"
"rna-XM_026440202.1","113218730"
"rna-XM_003250957.4","724740"
"rna-XM_006567299.3","724781"
"rna-XM_026440098.1","724781"
"rna-XM_016911931.2","724781"
"rna-XM_001120680.5","724781"
"rna-XM_006567298.3","724781"
"rna-XM_016911932.2","724781"
"rna-XM_006567300.3","724781"
"rna-XM_624803.6","552429"
"rna-XM_016911974.2","411589"
"rna-XM_026440028.1","113218713"
"rna-XM_026440029.1","724889"
"rna-XM_026440276.1","113218736"
"rna-XM_393523.7","410038"
"rna-XM_026440275.1","552293"
"rna-XM_026440285.1","113218737"
"rna-XM_026440277.1","552249"
"rna-XM_026440279.1","552249"
"rna-XM_026440281.1","724481"
"rna-XM_026440282.1","724481"
"rna-XM_026440283.1","724481"
"rna-XM_026440284.1","724481"
"rna-XM_006567294.3","724481"
"rna-XM_026440280.1","724481"
"rna-XM_026440287.1","413591"
"rna-XM_026440288.1","413591"
"rna-XM_026440030.1","413590"
"rna-XM_026440031.1","409981"
"rna-XM_016911859.2","102654949"
"rna-XM_016911860.2","102654949"
"rna-XM_026440426.1","102654949"
"rna-XM_026440032.1","406139"
"rna-XM_026440421.1","113218745"
"rna-XM_026440420.1","113218745"
"rna-XM_026440419.1","113218745"
"rna-XM_026440424.1","113218746"
"rna-XM_026440423.1","113218746"
"rna-XM_026440422.1","412158"
"rna-XM_026440033.1","113218714"
"rna-XM_624864.5","412158"
"rna-XM_016911863.2","411759"
"rna-XM_395226.7","411759"
"rna-XM_026440194.1","411760"
"rna-XM_006567284.3","411760"
"rna-XM_395227.7","411760"
"rna-XM_001120914.5","725012"
"rna-XM_006567281.3","725092"
"rna-XM_001120981.5","725092"
"rna-XM_006567279.3","725092"
"rna-XM_006567282.3","725092"
"rna-XM_006567280.3","725092"
"rna-NM_001242387.1","409697"
"rna-XM_026439950.1","409697"
"rna-XM_026439951.1","409697"
"rna-XM_026439953.1","409697"
"rna-XM_026439952.1","409697"
"rna-XM_026439946.1","409697"
"rna-XM_026439947.1","409697"
"rna-XM_026439948.1","409697"
"rna-XM_026439949.1","409697"
"rna-XM_026440350.1","725169"
"rna-XM_394676.6","411202"
"rna-XM_003250953.4","100577553"
"rna-XM_394678.7","411204"
"rna-XM_006567274.3","411204"
"rna-XM_006567275.3","411204"
"rna-XM_006567276.3","411204"
"rna-XM_006567109.3","725297"
"rna-XM_006567110.3","725297"
"rna-NM_001242994.1","725297"
"rna-XM_016911994.2","408917"
"rna-XM_392445.7","408917"
"rna-XM_392446.7","408918"
"rna-XM_394680.6","411206"
"rna-XM_003250952.4","411207"
"rna-XM_001120198.5","725311"
"rna-XM_016911644.2","725311"
"rna-XM_001121347.5","725510"
"rna-XM_026440223.1","411209"
"rna-XR_003304572.1","107964271"
"rna-XR_410888.3","725381"
"rna-XM_016911609.2","102656652"
"rna-XM_026440224.1","102656652"
"rna-XM_006567266.3","408920"
"rna-NR_039513.1","100629111"
"rna-Mir3726","100629111"
"rna-XM_006567267.3","725665"
"rna-XM_016911641.2","725665"
"rna-XM_006567314.3","102655970"
"rna-XM_026440226.1","411019"
"rna-XM_016911637.2","411019"
"rna-XM_026440225.1","411019"
"rna-XM_006567255.3","411019"
"rna-XM_006567256.3","411019"
"rna-XM_006567257.3","411019"
"rna-XM_394492.7","411019"
"rna-XM_026440227.1","408797"
"rna-XM_016911633.2","411018"
"rna-XM_394491.7","411018"
"rna-XR_410885.3","411018"
"rna-XR_410886.3","411018"
"rna-XM_006567261.3","411018"
"rna-XM_026440228.1","100577054"
"rna-XM_026440229.1","100577054"
"rna-XM_003250948.4","100576964"
"rna-XM_016911722.2","725962"
"rna-XM_016911721.2","725993"
"rna-XM_001121775.5","725993"
"rna-XM_392327.6","408796"
"rna-XM_006567253.2","408796"
"rna-XM_006567254.3","408796"
"rna-XM_026440011.1","726045"
"rna-XM_026440013.1","726045"
"rna-XM_026440012.1","726045"
"rna-XM_026440015.1","726045"
"rna-XM_026440014.1","726045"
"rna-XM_003250945.4","100576745"
"rna-XM_026440034.1","100576894"
"rna-XM_006566999.3","406086"
"rna-XM_006567000.3","406086"
"rna-XM_006566998.3","406086"
"rna-XM_006567002.3","406086"
"rna-NM_001171006.1","406086"
"rna-NM_001011577.1","406086"
"rna-XM_006566997.3","406086"
"rna-XM_625262.6","551774"
"rna-XR_001702716.2","107964291"
"rna-XM_394987.7","411515"
"rna-XM_006567247.3","726132"
"rna-XM_006567248.3","726132"
"rna-XM_016911935.2","726132"
"rna-XM_026440016.1","726159"
"rna-XR_003304503.1","726159"
"rna-XR_003304504.1","102655817"
"rna-XR_001702774.2","102655676"
"rna-NR_034288.1","100315663"
"rna-Mir275","100315663"
"rna-NR_031524.1","732507"
"rna-Mir305","732507"
"rna-XM_026440195.1","408793"
"rna-XM_026440196.1","408793"
"rna-XR_003304552.1","408793"
"rna-XM_392325.7","408794"
"rna-XM_394484.6","411011"
"rna-XM_394485.7","411012"
"rna-XM_016911788.1","411013"
"rna-XM_394487.7","411014"
"rna-XM_026440214.1","726254"
"rna-XM_016911787.2","726254"
"rna-XM_026440215.1","726254"
"rna-XM_026440216.1","726254"
"rna-XM_026440217.1","726254"
"rna-XM_026440218.1","726254"
"rna-XM_026440219.1","726254"
"rna-XM_026440220.1","726254"
"rna-XM_026440221.1","726254"
"rna-XM_026440222.1","726254"
"rna-XM_003250944.4","100576412"
"rna-XM_006567244.3","100576412"
"rna-XM_016911846.2","726307"
"rna-XM_001122055.5","726307"
"rna-XM_006567243.3","726307"
"rna-XM_016911915.2","409301"
"rna-XM_006567242.3","409301"
"rna-XM_016911916.2","409301"
"rna-NM_001242386.1","412509"
"rna-XM_016911917.2","100576100"
"rna-XM_026440023.1","408792"
"rna-XM_026440024.1","408792"
"rna-XM_006567227.3","411009"
"rna-XM_006567228.3","411009"
"rna-XM_006567229.3","411009"
"rna-XM_394482.7","411009"
"rna-NM_001327967.1","724216"
"rna-XM_003250942.4","408791"
"rna-XM_006567225.3","408791"
"rna-XM_006567226.3","408791"
"rna-XM_003250943.4","408791"
"rna-XM_016911760.2","408791"
"rna-XM_026440433.1","408791"
"rna-XM_006567224.3","724346"
"rna-XM_006567215.3","552841"
"rna-XM_625217.5","552841"
"rna-XM_006567220.3","408790"
"rna-XM_006567218.3","408790"
"rna-XM_006567217.3","408790"
"rna-XM_026439992.1","724473"
"rna-XM_026439991.1","724473"
"rna-XR_003304636.1","113218756"
"rna-XM_006567223.3","100578879"
"rna-XM_003250940.4","100578879"
"rna-XM_006567212.3","411006"
"rna-XM_006567214.3","411006"
"rna-XM_006567213.3","411006"
"rna-XM_394479.7","411006"
"rna-XM_006567308.3","102655740"
"rna-XM_001120545.4","724653"
"rna-XM_006567209.3","724653"
"rna-XM_006567210.3","724653"
"rna-XM_006567211.3","724653"
"rna-XM_001120589.5","724698"
"rna-XM_016911856.2","724698"
"rna-XM_016911849.2","107964328"
"rna-XM_016911853.2","408789"
"rna-XM_016911852.2","408789"
"rna-XM_016911851.2","408789"
"rna-XM_625211.5","411003"
"rna-XM_026439983.1","411003"
"rna-XM_016911608.2","107964260"
"rna-XM_016911855.2","107964329"
"rna-XM_016911854.2","724922"
"rna-XM_003250939.4","100578779"
"rna-XM_016911773.2","100578999"
"rna-XM_006567206.3","100578999"
"rna-XM_006567205.3","100578999"
"rna-XM_003250964.4","100578999"
"rna-XM_016911774.2","100578999"
"rna-XM_001120958.4","725062"
"rna-XM_395538.7","412072"
"rna-XM_006567108.3","725124"
"rna-XM_006567107.2","725124"
"rna-XM_026439972.1","725124"
"rna-NM_001163712.1","725124"
"rna-XM_006567204.3","102656934"
"rna-XM_392319.7","408788"
"rna-XM_006567200.3","408787"
"rna-XM_392318.7","408787"
"rna-XM_006567201.3","408787"
"rna-XM_006567203.3","408787"
"rna-XM_001120012.5","725102"
"rna-XM_026439895.1","408786"
"rna-XM_026439896.1","408786"
"rna-XM_026439897.1","408786"
"rna-XM_026439898.1","408786"
"rna-XM_026439899.1","408786"
"rna-XM_026439900.1","408786"
"rna-XM_026439901.1","408786"
"rna-XM_026439902.1","408786"
"rna-XM_026439903.1","408786"
"rna-XM_026439904.1","408786"
"rna-XM_026439905.1","408786"
"rna-XM_026439906.1","408786"
"rna-XM_026439907.1","408786"
"rna-XM_026439908.1","408786"
"rna-XM_026439909.1","408786"
"rna-XM_026439910.1","408786"
"rna-XM_026439911.1","408786"
"rna-XM_026439912.1","408786"
"rna-XM_026439914.1","408786"
"rna-XM_026439915.1","408786"
"rna-XM_026439916.1","408786"
"rna-XM_026439917.1","408786"
"rna-XM_026439918.1","408786"
"rna-XM_026439919.1","408786"
"rna-XM_026439920.1","408786"
"rna-XM_026439921.1","408786"
"rna-XM_026439922.1","408786"
"rna-XM_026439923.1","408786"
"rna-XM_026439924.1","408786"
"rna-XM_026439925.1","408786"
"rna-XM_026439926.1","408786"
"rna-XM_026439927.1","408786"
"rna-XM_026439928.1","408786"
"rna-XM_026439929.1","408786"
"rna-XM_026439930.1","408786"
"rna-XM_026439931.1","408786"
"rna-XM_026439932.1","408786"
"rna-XM_026439933.1","408786"
"rna-XM_026439934.1","408786"
"rna-XM_026439935.1","408786"
"rna-XM_026439936.1","408786"
"rna-XM_026439937.1","408786"
"rna-XM_026439938.1","408786"
"rna-XM_026439939.1","408786"
"rna-XM_026439940.1","408786"
"rna-XM_026439941.1","408786"
"rna-XM_026439942.1","408786"
"rna-XM_026439943.1","408786"
"rna-XM_026439944.1","408786"
"rna-XM_026439945.1","408786"
"rna-NM_001014991.1","408786"
"rna-XM_392640.7","409115"
"rna-XM_016911670.2","100578015"
"rna-XM_016911669.2","100578015"
"rna-XM_003250934.4","100578015"
"rna-XM_006567199.3","100578015"
"rna-XM_016911672.1","411579"
"rna-XM_006567198.3","725434"
"rna-XM_006567197.3","725434"
"rna-XM_006567196.3","725434"
"rna-XM_016911668.2","725434"
"rna-XM_001121284.5","725434"
"rna-XM_392642.6","409117"
"rna-XM_026440075.1","409117"
"rna-XM_016911671.2","409117"
"rna-XM_006567195.1","409117"
"rna-XM_395052.5","411581"
"rna-XM_006567193.3","552809"
"rna-XM_026440077.1","411582"
"rna-XM_006567189.3","411582"
"rna-XM_026440076.1","411582"
"rna-XM_006567191.3","411582"
"rna-XM_026440078.1","411582"
"rna-XM_026440079.1","411582"
"rna-XM_006567186.3","409118"
"rna-XM_026440080.1","409118"
"rna-XM_016911742.2","409118"
"rna-XM_026440081.1","102655905"
"rna-XM_026440035.1","725627"
"rna-XM_006567180.3","409788"
"rna-XM_001120355.5","725678"
"rna-XM_396588.6","413137"
"rna-XM_001121520.5","725703"
"rna-XM_393283.6","409789"
"rna-XM_016911740.2","409789"
"rna-TRNAP-AGG","107964382"
"rna-XM_026440082.1","552792"
"rna-XM_625167.6","552792"
"rna-TRNAT-AGU","107964395"
"rna-XM_026440083.1","552792"
"rna-XM_006567178.3","102655592"
"rna-XM_006567179.3","413138"
"rna-XM_006567177.3","413139"
"rna-XM_006567174.3","102655452"
"rna-XM_026440197.1","725897"
"rna-XM_006567173.3","413141"
"rna-XM_006567171.3","413141"
"rna-XM_006567172.3","413141"
"rna-XR_003304589.1","113218742"
"rna-XM_006567170.2","408785"
"rna-XM_026440361.1","408785"
"rna-XR_003304588.1","408785"
"rna-XM_016911802.2","102655622"
"rna-XM_006567166.3","726024"
"rna-XM_026440363.1","726024"
"rna-XM_016911806.2","107964319"
"rna-XM_016911807.2","408784"
"rna-XM_016911803.2","410999"
"rna-XM_026440362.1","410999"
"rna-XM_006567163.3","410999"
"rna-XM_006567164.3","410999"
"rna-XM_006567165.3","410999"
"rna-XM_394474.7","410999"
"rna-XM_394473.5","410998"
"rna-XM_006567162.3","410998"
"rna-XM_016911709.2","408783"
"rna-XM_026439986.1","408783"
"rna-XM_016911712.2","410997"
"rna-XM_394472.7","410997"
"rna-XM_016911713.2","410997"
"rna-XM_394471.5","410996"
"rna-XM_003250932.4","100577548"
"rna-XM_006567158.3","100577548"
"rna-XM_394469.6","410994"
"rna-XR_001702714.2","107964288"
"rna-XM_392313.7","408782"
"rna-XM_016911714.2","102654763"
"rna-XM_016911715.1","102654763"
"rna-XR_001702715.2","107964289"
"rna-XR_003304491.1","107964289"
"rna-XM_006567161.3","410993"
"rna-XM_394467.5","410992"
"rna-XM_001122056.5","726308"
"rna-XM_016911711.2","726335"
"rna-XM_006567153.3","726335"
"rna-XM_006567154.3","410990"
"rna-XM_026440085.1","107964343"
"rna-XM_026440086.1","726378"
"rna-XM_394464.7","410989"
"rna-XM_016911832.2","408780"
"rna-XM_016911833.2","408780"
"rna-XM_016912029.2","552664"
"rna-XM_392995.7","409488"
"rna-XM_006567147.3","409488"
"rna-XM_016911938.2","409488"
"rna-XM_006567149.3","552653"
"rna-XM_625028.6","552653"
"rna-XM_016911937.2","412457"
"rna-XM_395914.5","412457"
"rna-XM_006567150.3","412457"
"rna-XM_395913.7","412456"
"rna-XM_006567146.2","409559"
"rna-XM_006567145.3","552621"
"rna-XM_624995.5","552621"
"rna-XM_001122278.4","726550"
"rna-XM_016911625.2","411642"
"rna-XM_026440274.1","726585"
"rna-XM_026440272.1","726585"
"rna-XM_026440270.1","409142"
"rna-XM_392668.7","409142"
"rna-XR_410875.3","409142"
"rna-XM_016911621.2","409142"
"rna-XM_392669.6","409143"
"rna-XM_026440271.1","409143"
"rna-XM_016911622.2","726602"
"rna-XR_001702659.2","726602"
"rna-XR_001702660.2","726602"
"rna-XM_016911620.2","408779"
"rna-XM_026440300.1","408779"
"rna-XM_026440308.1","408779"
"rna-XM_026440313.1","408779"
"rna-XM_026440302.1","408779"
"rna-XM_026440289.1","408779"
"rna-XM_026440291.1","408779"
"rna-XM_026440293.1","408779"
"rna-XM_026440294.1","408779"
"rna-XM_026440295.1","408779"
"rna-XM_026440296.1","408779"
"rna-XM_026440298.1","408779"
"rna-XM_026440301.1","408779"
"rna-XM_026440303.1","408779"
"rna-XM_026440304.1","408779"
"rna-XM_026440305.1","408779"
"rna-XM_026440307.1","408779"
"rna-XM_026440309.1","408779"
"rna-XM_026440310.1","408779"
"rna-XM_026440311.1","408779"
"rna-XM_026440312.1","408779"
"rna-XM_026440315.1","408779"
"rna-XM_026440317.1","408779"
"rna-XM_026440318.1","408779"
"rna-XM_026440319.1","408779"
"rna-XM_026440320.1","408779"
"rna-XM_026440321.1","408779"
"rna-XM_026440324.1","408779"
"rna-XM_026440325.1","408779"
"rna-XM_026440290.1","408779"
"rna-XM_026440292.1","408779"
"rna-XM_026440299.1","408779"
"rna-XM_026440306.1","408779"
"rna-XM_026440314.1","408779"
"rna-XM_026440316.1","408779"
"rna-XM_026440322.1","408779"
"rna-XM_026440323.1","408779"
"rna-XM_026440326.1","726681"
"rna-XM_006567136.3","413423"
"rna-XM_006567137.3","413423"
"rna-XM_026440038.1","413423"
"rna-XR_003304527.1","113218724"
"rna-XM_006567106.3","552475"
"rna-NM_001206973.1","552475"
"rna-XM_016911889.2","408777"
"rna-XM_006567135.3","408777"
"rna-XM_026440009.1","408777"
"rna-XR_003304500.1","408777"
"rna-XM_016911887.2","408777"
"rna-XR_003304499.1","408777"
"rna-XR_003304501.1","408777"
"rna-XM_026440010.1","107964338"
"rna-XM_016911894.2","107964339"
"rna-XM_026439996.1","113218709"
"rna-XM_026439995.1","113218709"
"rna-XM_026439993.1","113218709"
"rna-XM_026439994.1","113218709"
"rna-NM_001206970.1","726775"
"rna-XM_026439980.1","726775"
"rna-XM_001122506.5","726784"
"rna-XM_026439893.1","100578482"
"rna-NM_001206969.1","100578482"
"rna-XR_001702795.2","726817"
"rna-XR_001702796.2","726817"
"rna-XM_006567126.3","726817"
"rna-XM_016911881.2","726817"
"rna-XM_006567127.3","409662"
"rna-XM_006567128.3","409662"
"rna-XM_393160.7","409662"
"rna-XM_016911907.2","726827"
"rna-XM_001122546.5","726827"
"rna-XM_001122571.5","726855"
"rna-XM_026440242.1","726866"
"rna-XM_026440243.1","726866"
"rna-XM_026440241.1","726866"
"rna-NM_001011607.2","406130"
"rna-XM_026440240.1","726866"
"rna-XM_026440238.1","100578368"
"rna-XM_026440235.1","100578368"
"rna-XM_026440236.1","100578368"
"rna-XM_026440237.1","100578368"
"rna-XR_003304574.1","113218734"
"rna-XM_396350.5","412898"
"rna-XM_026440244.1","102655466"
"rna-XM_016911605.2","102655466"
"rna-XM_026440239.1","100578330"
"rna-XM_006567111.3","409659"
"rna-XM_624343.6","551961"
"rna-XM_026440437.1","412897"
"rna-XR_003304606.1","107964352"
"rna-XM_016911884.2","412897"
"rna-XR_003304605.1","113218750"
"rna-XR_003304602.1","100578254"
"rna-XR_003304603.1","102655409"
"rna-XR_003304604.1","102655409"
"rna-XM_016911798.2","409658"
"rna-XM_393156.7","409658"
"rna-XR_001702771.2","107964317"
"rna-XR_003304568.1","113218732"
"rna-XM_624697.6","552322"
"rna-XM_624712.6","552336"
"rna-XM_026440210.1","724304"
"rna-XM_026440211.1","724304"
"rna-XM_006569379.3","724304"
"rna-XM_006569381.3","724304"
"rna-XM_006569380.3","724304"
"rna-XM_006569374.3","414051"
"rna-XM_006569375.3","414051"
"rna-XM_397486.7","414051"
"rna-XM_006569373.3","724629"
"rna-XM_623406.6","550918"
"rna-XM_006569372.3","550918"
"rna-XM_016911695.2","552379"
"rna-XM_394462.6","410987"
"rna-XM_026440177.1","410987"
"rna-XM_006569351.3","410986"
"rna-XM_026440180.1","410986"
"rna-XM_026440178.1","410986"
"rna-XM_006569346.3","410986"
"rna-XM_026440179.1","410986"
"rna-XM_006569345.3","410986"
"rna-XM_006569347.3","410986"
"rna-XM_016911690.2","410986"
"rna-XM_016911691.2","410986"
"rna-XR_001702704.2","410986"
"rna-XM_016911692.2","410986"
"rna-XR_001702705.2","410986"
"rna-XM_016911693.2","410986"
"rna-XM_026440181.1","410986"
"rna-XR_003304531.1","113218727"
"rna-XM_016911676.2","408775"
"rna-XM_016911677.2","408775"
"rna-XM_016911678.2","408775"
"rna-XM_016911679.2","408775"
"rna-XM_016911681.2","408775"
"rna-XM_016911682.2","408775"
"rna-XM_016911683.2","408775"
"rna-XM_016911685.2","408775"
"rna-XM_016911686.2","408775"
"rna-XM_016911687.2","408775"
"rna-XM_016911688.2","408775"
"rna-XM_016911675.2","408775"
"rna-XM_026440183.1","408775"
"rna-XM_006569353.3","408775"
"rna-XM_026440184.1","408775"
"rna-XM_026440185.1","408775"
"rna-XM_026440182.1","408775"
"rna-XM_016911680.2","408775"
"rna-XM_016911684.2","408775"
"rna-XR_003304532.1","408775"
"rna-XM_624802.6","552428"
"rna-XM_395145.5","411677"
"rna-XM_395146.7","411678"
"rna-XM_026440102.1","411678"
"rna-XM_625074.5","552698"
"rna-XM_625080.6","552704"
"rna-XM_006569341.3","100576453"
"rna-XM_016911794.1","551101"
"rna-XM_016911795.2","551101"
"rna-XM_016911789.2","409983"
"rna-XM_016911790.2","409983"
"rna-XM_016911791.2","409983"
"rna-XM_016911792.2","409983"
"rna-XM_016911793.2","409983"
"rna-XM_006569340.3","409983"
"rna-XR_001702758.2","107964312"
"rna-XM_026440018.1","411917"
"rna-XM_026440017.1","411917"
"rna-XM_395386.6","411917"
"rna-XM_006569337.3","552727"
"rna-XM_625102.6","552727"
"rna-XM_006569339.3","552727"
"rna-XM_026440019.1","107964262"
"rna-XM_026440230.1","552731"
"rna-XM_026440231.1","552731"
"rna-XM_026440232.1","552731"
"rna-XM_026440233.1","552731"
"rna-XM_026440234.1","552731"
"rna-XM_026440039.1","102656620"
"rna-XM_001120633.5","724741"
"rna-XM_026440040.1","102655503"
"rna-XM_624590.6","552213"
"rna-XM_006569334.3","552213"
"rna-XM_624571.5","552194"
"rna-XM_026440119.1","552194"
"rna-XM_026440120.1","552194"
"rna-XM_396966.7","413523"
"rna-XM_006569333.3","724855"
"rna-XM_026440144.1","724890"
"rna-XM_026440145.1","724923"
"rna-XM_396963.7","413520"
"rna-XM_006569316.3","409949"
"rna-XM_006569325.3","724973"
"rna-XM_006569324.3","724973"
"rna-XR_411503.3","102655609"
"rna-XM_006569318.3","724973"
"rna-XM_006569319.3","724973"
"rna-XM_006569320.3","724973"
"rna-XM_006569321.3","724973"
"rna-XM_006569323.3","724973"
"rna-XM_016911785.2","724973"
"rna-XM_016911782.2","724973"
"rna-XM_016911783.2","724973"
"rna-XM_016911786.2","724973"
"rna-XM_006569317.3","724973"
"rna-XM_001120915.5","725013"
"rna-XM_006569326.3","409140"
"rna-XM_006569327.3","409140"
"rna-XM_392666.7","409140"
"rna-XM_623137.6","409140"
"rna-XM_006569329.3","102656131"
"rna-XM_006569310.2","411633"
"rna-XM_395102.6","411633"
"rna-XM_016911780.2","411633"
"rna-XM_006569313.3","411633"
"rna-XM_006569315.3","411633"
"rna-XM_001121010.5","725125"
"rna-XM_006569308.3","412574"
"rna-XM_006569307.3","412574"
"rna-XM_396029.7","412574"
"rna-XM_006569306.3","100577497"
"rna-XM_394460.7","410985"
"rna-XM_026440158.1","408774"
"rna-XM_026440155.1","408774"
"rna-XM_026440157.1","408774"
"rna-XM_026440156.1","408774"
"rna-XM_016911724.2","408773"
"rna-XM_001121220.5","725360"
"rna-XM_026440160.1","113218723"
"rna-NR_039514.1","100629084"
"rna-Mir3727","100629084"
"rna-XM_016911725.2","725475"
"rna-XM_006569299.3","100577397"
"rna-XM_026440454.1","725548"
"rna-XM_026440452.1","725548"
"rna-XM_026440453.1","725548"
"rna-XM_006569295.3","410982"
"rna-XM_016911771.2","410982"
"rna-XM_006569296.3","410982"
"rna-XM_016911770.2","551628"
"rna-XM_006569292.3","551628"
"rna-XM_006569293.3","551628"
"rna-XM_006569290.3","551628"
"rna-XM_026440473.1","408770"
"rna-XM_026440472.1","408770"
"rna-XM_026440466.1","408770"
"rna-XM_026440467.1","408770"
"rna-XM_026440470.1","408770"
"rna-XM_026440460.1","408770"
"rna-XM_026440461.1","408770"
"rna-XM_026440462.1","408770"
"rna-XM_026440464.1","408770"
"rna-XM_026440455.1","408770"
"rna-XM_026440456.1","408770"
"rna-XM_026440457.1","408770"
"rna-XM_026440459.1","408770"
