#SUBMITTED ID	INSECTA_ORTHOLOGS
FBgn0034083	Aflo\2234716388 <newline> Amel\GB55523 <newline> Apim\ACYPI002390 <newline> Bimp\BIMP20375 <newline> Bmor\BGIBMGA006920 <newline> Bter\15202231 <newline> Clec\CLEC002882 <newline> Dple\DPOGS205044-PA <newline> Dpod\YQE_03280 <newline> Hmel\HMEL015615 <newline> Lhum\LH17342 <newline> Mrot\MROTU:000aa6 <newline> Nvit\Nasvi2EG008321 <newline> Rpro\RPRC003293 <newline> Tcas\TC001607 <newline> Znev\Znev_17891
FBgn0034141	Aflo\2358414420 <newline> Amel\GB40784 <newline> Apim\ACYPI003014 <newline> Bimp\BIMP22619 <newline> Bmor\BGIBMGA001578 <newline> Bter\15208504 <newline> Clec\CLEC008134 <newline> Clec\CLEC008133 <newline> Dple\DPOGS205409-PA <newline> Dple\DPOGS205410-PA <newline> Dpod\YQE_11617 <newline> Hmel\HMEL007156 <newline> Lhum\LH19930 <newline> Mrot\MROTU:0008d6 <newline> Nvit\Nasvi2EG013231 <newline> Phum\PHUM244120 <newline> Rpro\RPRC008873 <newline> Tcas\TC032121 <newline> Znev\Znev_12658
FBgn0034722	Aflo\4132448916 <newline> Amel\Rtf1 <newline> Apim\ACYPI003316 <newline> Bimp\BIMP17030 <newline> Bmor\BGIBMGA000069 <newline> Bter\15214953 <newline> Clec\CLEC007022 <newline> Dple\DPOGS207920-PA <newline> Dpod\YQE_06441 <newline> Hmel\HMEL003791 <newline> Lhum\LH24306 <newline> Mrot\MROTU:000b17 <newline> Nvit\Nasvi2EG002457 <newline> Phum\PHUM164700 <newline> Rpro\RPRC009589 <newline> Tcas\TC001573 <newline> Znev\Znev_15610
FBgn0035205	Aflo\3559933748 <newline> Amel\GB55652 <newline> Apim\ACYPI002438 <newline> Apim\ACYPI083520 <newline> Apim\ACYPI005030 <newline> Apim\ACYPI009315 <newline> Bimp\BIMP13839 <newline> Bimp\BIMP19599 <newline> Bmor\BGIBMGA011069 <newline> Bter\15216946 <newline> Bter\15215054 <newline> Clec\CLEC000763 <newline> Dple\DPOGS205269-PA <newline> Dpod\YQE_04176 <newline> Hmel\HMEL016214 <newline> Lhum\LH12704 <newline> Mrot\MROTU:002e29 <newline> Nvit\Nasvi2EG002758 <newline> Nvit\Nasvi2EG008666 <newline> Phum\PHUM434900 <newline> Rpro\RPRC010564 <newline> Tcas\TC005228 <newline> Znev\Znev_00515
FBgn0035397	Aflo\3243285252 <newline> Amel\LOC409718 <newline> Apim\ACYPI008725 <newline> Bimp\BIMP22999 <newline> Bmor\BGIBMGA000599 <newline> Bter\15214246 <newline> Clec\CLEC000380 <newline> Dple\DPOGS207159-PA <newline> Dpod\YQE_07863 <newline> Hmel\HMEL013047 <newline> Lhum\LH21653 <newline> Mrot\MROTU:002815 <newline> Nvit\Nasvi2EG014950 <newline> Phum\PHUM537390 <newline> Rpro\RPRC008057 <newline> Tcas\TC000137 <newline> Znev\Znev_07041
FBgn0035923	Aflo\2302851876 <newline> Amel\GB50141 <newline> Apim\ACYPI26688 <newline> Apim\ACYPI073878 <newline> Apim\ACYPI010244 <newline> Bimp\BIMP15663 <newline> Bmor\BGIBMGA010803 <newline> Bter\15210857 <newline> Dple\DPOGS206291-PA <newline> Dpod\YQE_10768 <newline> Hmel\HMEL013122 <newline> Lhum\LH18222 <newline> Mrot\MROTU:000a45 <newline> Nvit\Nasvi2EG002253 <newline> Phum\PHUM238940 <newline> Rpro\RPRC000695 <newline> Rpro\RPRC004145 <newline> Tcas\TC000196 <newline> Znev\Znev_09728
FBgn0036300	Aflo\3030441924 <newline> Amel\LOC550926 <newline> Apim\ACYPI005456 <newline> Bimp\BIMP18433 <newline> Bmor\BGIBMGA005687 <newline> Bter\15212709 <newline> Clec\CLEC002184 <newline> Dple\DPOGS209359-PA <newline> Dpod\YQE_09460 <newline> Hmel\HMEL013110 <newline> Lhum\LH14867 <newline> Mrot\MROTU:001521 <newline> Nvit\Nasvi2EG013743 <newline> Phum\PHUM328310 <newline> Rpro\RPRC014180 <newline> Tcas\TC005557 <newline> Znev\Znev_00437
FBgn0036689	-
FBgn0037240	Aflo\3270536756 <newline> Amel\GB44210 <newline> Apim\ACYPI083041 <newline> Bimp\BIMP24370 <newline> Bmor\BGIBMGA002413 <newline> Bter\15204427 <newline> Clec\CLEC011339 <newline> Dple\DPOGS208940-PA <newline> Dpod\YQE_09086 <newline> Hmel\HMEL008008 <newline> Lhum\LH13096 <newline> Mrot\MROTU:00089b <newline> Nvit\Nasvi2EG004285 <newline> Phum\PHUM206760 <newline> Rpro\RPRC012304 <newline> Rpro\RPRC001214 <newline> Tcas\TC031494 <newline> Znev\Znev_08297
FBgn0037705	Aflo\2221108276 <newline> Amel\GB49484 <newline> Bimp\BIMP15671 <newline> Bmor\BGIBMGA012170 <newline> Bter\15210873 <newline> Clec\CLEC002569 <newline> Dple\DPOGS201605-PA <newline> Dpod\YQE_10381 <newline> Lhum\LH21245 <newline> Mrot\MROTU:000a7e <newline> Phum\PHUM353050 <newline> Tcas\TC031995 <newline> Znev\Znev_04361
FBgn0038140	Aflo\4962919204 <newline> Aflo\4910489492 <newline> Amel\GB42135 <newline> Amel\GB48903 <newline> Amel\LOC551571 <newline> Apim\ACYPI000735 <newline> Apim\ACYPI005805 <newline> Bimp\BIMP12533 <newline> Bimp\BIMP12532 <newline> Bimp\BIMP11563 <newline> Bmor\BGIBMGA010612 <newline> Bmor\BGIBMGA010605 <newline> Bter\15202731 <newline> Bter\15216140 <newline> Clec\CLEC002343 <newline> Clec\CLEC025246 <newline> Clec\CLEC002342 <newline> Dple\DPOGS208503-PA <newline> Dple\DPOGS213662-PA <newline> Dpod\YQE_07715 <newline> Hmel\HMEL014513 <newline> Hmel\HMEL008744 <newline> Hmel\HMEL012857 <newline> Lhum\LH14563 <newline> Lhum\LH20775 <newline> Lhum\LH14565 <newline> Mrot\MROTU:00163b <newline> Mrot\MROTU:001449 <newline> Nvit\Nasvi2EG010683 <newline> Nvit\Nasvi2EG005453 <newline> Phum\PHUM446190 <newline> Phum\PHUM128380 <newline> Rpro\RPRC008528 <newline> Rpro\RPRC005110 <newline> Rpro\RPRC004793 <newline> Tcas\TC011171 <newline> Tcas\TC011318 <newline> Tcas\TC011320 <newline> Znev\Znev_18448 <newline> Znev\Znev_04202 <newline> Znev\Znev_16063
FBgn0038769	Aflo\3299896756 <newline> Amel\GB44557 <newline> Apim\ACYPI000664 <newline> Bimp\BIMP23915 <newline> Bmor\BGIBMGA008967 <newline> Bter\15215158 <newline> Clec\CLEC001454 <newline> Dple\DPOGS200608-PA <newline> Dpod\YQE_12235 <newline> Lhum\LH18755 <newline> Mrot\MROTU:001b2f <newline> Nvit\Nasvi2EG006151 <newline> Phum\PHUM352150 <newline> Rpro\RPRC015229 <newline> Tcas\TC033971 <newline> Znev\Znev_04542
FBgn0039109	Aflo\2886798036 <newline> Aflo\2717986548 <newline> Amel\GB45159 <newline> Amel\GB54385 <newline> Apim\ACYPI001368 <newline> Apim\ACYPI008409 <newline> Bimp\BIMP21849 <newline> Bimp\BIMP17842 <newline> Bmor\BGIBMGA010210 <newline> Bter\15211580 <newline> Bter\15206335 <newline> Clec\CLEC003275 <newline> Clec\CLEC010762 <newline> Dple\DPOGS212034-PA <newline> Dple\DPOGS212035-PA <newline> Dple\DPOGS200945-PA <newline> Dpod\YQE_09326 <newline> Dpod\YQE_03200 <newline> Hmel\HMEL018070 <newline> Hmel\HMEL007486 <newline> Lhum\LH14343 <newline> Lhum\LH16993 <newline> Mrot\MROTU:0003d8 <newline> Mrot\MROTU:000621 <newline> Nvit\Nasvi2EG021431 <newline> Phum\PHUM297860 <newline> Phum\PHUM291160 <newline> Rpro\RPRC006988 <newline> Tcas\TC013603 <newline> Tcas\TC004115 <newline> Znev\Znev_15967 <newline> Znev\Znev_12856
FBgn0040080	Aflo\2563883492 <newline> Amel\raps <newline> Apim\ACYPI005773 <newline> Bimp\BIMP13377 <newline> Bmor\BGIBMGA003867 <newline> Bter\15212419 <newline> Clec\CLEC000320 <newline> Dple\DPOGS203008-PA <newline> Dpod\YQE_03728 <newline> Hmel\HMEL011024 <newline> Lhum\LH25768 <newline> Mrot\MROTU:002878 <newline> Nvit\Nasvi2EG005928 <newline> Nvit\Nasvi2EG005926 <newline> Phum\PHUM426090 <newline> Rpro\RPRC007912 <newline> Tcas\TC003257 <newline> Znev\Znev_06059
FBgn0283712	Aflo\2266162468 <newline> Amel\GB49680 <newline> Amel\LIMK1 <newline> Bimp\BIMP23774 <newline> Bmor\BGIBMGA012778 <newline> Bter\15205786 <newline> Clec\CLEC001047 <newline> Clec\CLEC001048 <newline> Dple\DPOGS206833-PA <newline> Dpod\YQE_11486 <newline> Hmel\HMEL009606 <newline> Lhum\LH16411 <newline> Mrot\MROTU:001432 <newline> Nvit\Nasvi2EG009556 <newline> Phum\PHUM255000 <newline> Rpro\RPRC005095 <newline> Tcas\GLEAN_15763 <newline> Znev\Znev_11768
FBgn0050375	Aflo\2147537043 <newline> Aflo\2164911106 <newline> Amel\GB48510 <newline> Amel\SP28 <newline> Apim\ACYPI010065 <newline> Bimp\BIMP10551 <newline> Bmor\BGIBMGA004445 <newline> Bter\15204773 <newline> Clec\CLEC000817 <newline> Clec\CLEC004702 <newline> Clec\CLEC013271 <newline> Dple\DPOGS212233-PA <newline> Dpod\YQE_08791 <newline> Dpod\YQE_01417 <newline> Hmel\HMEL003607 <newline> Hmel\HMEL003606 <newline> Lhum\LH20257 <newline> Lhum\LH17525 <newline> Mrot\MROTU:002dd6 <newline> Nvit\Nasvi2EG022626 <newline> Phum\PHUM375640 <newline> Rpro\RPRC000913 <newline> Rpro\RPRC003609 <newline> Rpro\RPRC005759 <newline> Rpro\RPRC007771 <newline> Tcas\TC033681 <newline> Znev\Znev_01455
FBgn0051075	Aflo\2168832084 <newline> Aflo\2434933236 <newline> Amel\GB51283 <newline> Amel\GB49240 <newline> Apim\ACYPI003925 <newline> Apim\ACYPI009744 <newline> Bimp\BIMP20575 <newline> Bimp\BIMP24408 <newline> Bmor\BGIBMGA002457 <newline> Bmor\BGIBMGA010403 <newline> Bmor\BGIBMGA001402 <newline> Bter\15206249 <newline> Bter\15203081 <newline> Clec\CLEC002164 <newline> Clec\CLEC002163 <newline> Dple\DPOGS201995-PA <newline> Dple\DPOGS201994-PA <newline> Dple\DPOGS205397-PA <newline> Dple\DPOGS208887-PA <newline> Dpod\YQE_06979 <newline> Dpod\YQE_10930 <newline> Hmel\HMEL007157 <newline> Hmel\HMEL002628 <newline> Lhum\LH17105 <newline> Lhum\LH11078 <newline> Mrot\MROTU:00149f <newline> Mrot\MROTU:00063a <newline> Nvit\Nasvi2EG011047 <newline> Nvit\Nasvi2EG013575 <newline> Nvit\Nasvi2EG011046 <newline> Phum\PHUM307790 <newline> Phum\PHUM222120 <newline> Rpro\RPRC003924 <newline> Rpro\RPRC003945 <newline> Rpro\RPRC003294 <newline> Tcas\TC011192 <newline> Tcas\TC000960 <newline> Znev\Znev_00567 <newline> Znev\Znev_11194 <newline> Znev\Znev_11195
FBgn0051140	Aflo\4496301444 <newline> Aflo\3078677572 <newline> Amel\LOC408809 <newline> Apim\ACYPI004199 <newline> Bimp\BIMP12856 <newline> Bmor\BGIBMGA013597 <newline> Bmor\BGIBMGA013596 <newline> Bter\15215954 <newline> Clec\CLEC007692 <newline> Dple\DPOGS204109-PA <newline> Dpod\YQE_08916 <newline> Dpod\YQE_08915 <newline> Hmel\HMEL008288 <newline> Lhum\LH12372 <newline> Mrot\MROTU:001b57 <newline> Nvit\Nasvi2EG010557 <newline> Phum\PHUM126780 <newline> Rpro\RPRC008855 <newline> Tcas\TC000782 <newline> Znev\Znev_12625
FBgn0266521	Aflo\2228502788 <newline> Amel\GB45137 <newline> Apim\ACYPI064163 <newline> Bimp\BIMP15038 <newline> Bmor\BGIBMGA006043 <newline> Bter\15212375 <newline> Clec\CLEC005556 <newline> Dple\DPOGS201869-PA <newline> Dpod\YQE_08310 <newline> Hmel\HMEL013433 <newline> Lhum\LH19413 <newline> Mrot\MROTU:00316e <newline> Nvit\Nasvi2EG013295 <newline> Phum\PHUM465870 <newline> Rpro\RPRC008569 <newline> Tcas\TC013090 <newline> Znev\Znev_02496
FBgn0052672	Aflo\2277714964 <newline> Amel\Atg8a <newline> Apim\ACYPI004701 <newline> Bimp\BIMP19681 <newline> Bmor\BGIBMGA011783 <newline> Bter\15206147 <newline> Clec\CLEC002365 <newline> Dple\DPOGS211637-PA <newline> Dpod\YQE_08398 <newline> Hmel\HMEL006641 <newline> Lhum\LH16884 <newline> Mrot\MROTU:00116a <newline> Nvit\Nasvi2EG012601 <newline> Phum\PHUM129160 <newline> Rpro\RPRC014434 <newline> Tcas\GLEAN_15729-OG23899 <newline> Znev\Znev_13859
FBgn0085442	Aflo\2463222772 <newline> Aflo\2147516643 <newline> Aflo\2147491921 <newline> Amel\GB53307 <newline> Apim\ACYPI36559 <newline> Bimp\BIMP18542 <newline> Bmor\BGIBMGA002658 <newline> Bter\15208009 <newline> Clec\CLEC009443 <newline> Dple\DPOGS201765-PA <newline> Dpod\YQE_02507 <newline> Hmel\HMEL006692 <newline> Lhum\LH16277 <newline> Mrot\MROTU:000484 <newline> Nvit\Nasvi2EG000048 <newline> Phum\PHUM086820 <newline> Rpro\RPRC001572 <newline> Tcas\TC030890
FBgn0086691	Aflo\2481022580 <newline> Amel\LOC100576270 <newline> Apim\ACYPI007254 <newline> Apim\ACYPI35944 <newline> Bimp\BIMP12998 <newline> Bmor\BGIBMGA011698 <newline> Bter\15213681 <newline> Clec\CLEC004369 <newline> Clec\CLEC013568 <newline> Clec\CLEC013876 <newline> Dple\DPOGS211646-PA <newline> Dple\DPOGS208145-PA <newline> Dpod\YQE_11686 <newline> Mrot\MROTU:002d35 <newline> Phum\PHUM044250 <newline> Rpro\RPRC014015 <newline> Tcas\TC006240 <newline> Znev\Znev_12243
